"","age","income","marital","gender","totalcharge"
"1753",41,32243,0,0,2733.15692
"1754",62,25551.1,0,1,2951.872622
"1755",47,5655.15,0,1,3332.16492
"1756",43,60196.69,1,1,2785.643838
"1757",64,67997.55,0,0,3448.70803
"1758",36,19665.48,0,1,3898.509884
"1759",52,32439.32,0,0,3120.153829
"1760",20,34868.56,0,1,2742.28283
"1761",51,7138.8,0,1,3257.811779
"1762",48,27888.91,1,0,4610.823215
"1763",44,22597.07,0,1,2703.051532
"1764",54,41625.49,1,1,2421.235135
"1765",83,41096.2,0,0,3195.347994
"1766",75,50778.98,0,1,4651.378785
"1767",82,35413.95,0,1,3343.815633
"1768",59,25655.39,0,0,4432.484811
"1769",69,28538.97,1,0,2894.720062
"1770",26,34577.71,0,1,2801.138642
"1771",68,32873.06,0,1,3585.07346
"1772",75,25088.84,0,1,2441.627964
"1773",33,13938.04,0,1,3787.225508
"1774",83,55932.27,0,1,3115.279376
"1775",65,18183.74,0,0,2614.152512
"1776",78,49691.92,0,1,2508.648256
"1777",42,17961.04,0,1,3332.638369
"1778",30,28706.7,0,1,3388.791786
"1779",29,197576.18,0,1,2963.613319
"1780",39,26554.44,0,0,3683.798168
"1781",39,53302.96,0,0,3672.709199
"1782",76,21581.74,0,1,2982.842462
"1783",49,34587.39,1,1,4290.292927
"1784",58,17533.75,1,0,4095.475759
"1785",70,17874.87,0,1,2886.842631
"1786",48,28290.07,0,1,3913.958256
"1787",42,16323.78,1,0,2834.8447
"1788",30,28893.07,0,1,3454.323717
"1789",78,45264.79,1,0,2720.71635
"1790",65,23995.97,0,1,3059.723851
"1791",82,50395.14,0,0,4135.473949
"1792",69,38106.55,0,1,3385.113397
"1793",54,44903.93,0,1,3386.98561
"1794",82,89735.42,0,1,3563.160736
"1795",73,26402.74,0,0,3128.306493
"1796",79,16370.42,0,0,2210.229892
"1797",80,12252.53,0,0,3079.648564
"1798",19,40419.05,0,1,2753.741671
"1799",53,52718.31,0,1,4756.567716
"1800",27,39038.93,0,0,3239.898415
"1801",67,133047.11,0,0,3753.388385
"1802",79,56993.65,0,1,2833.894618
"1803",55,85768.79,0,0,3860.938541
"1804",48,62602.11,1,0,3066.477325
"1805",83,27650.5,0,0,3103.104089
"1806",25,30216.82,0,0,4332.524684
"1807",54,6957.74,0,1,2946.639509
"1808",33,58538.7,0,1,2920.325506
"1809",35,25998.49,0,0,4019.245979
"1810",22,53214.44,0,0,2877.849875
"1811",58,22188.45,0,0,3624.278997
"1812",85,10344.37,1,0,2603.285953
"1813",83,111165.94,0,0,2573.289393
"1814",85,9094.76,1,0,3147.4007
"1815",76,19236.56,1,0,4231.58632
"1816",40,25307.52,1,0,3756.924162
"1817",51,67033.83,0,1,2522.625458
"1818",86,12410.35,0,0,3574.176278
"1819",80,26522.5,0,1,2805.735162
"1820",52,78043.3,0,1,4136.723493
"1821",35,21514.47,1,0,3213.390431
"1822",84,101002.92,0,1,3290.984533
"1823",66,58744.24,0,0,2536.989221
"1824",74,79056.07,0,1,3053.074367
"1825",25,37828.93,0,1,3281.435231
"1826",62,15824.2,0,1,2666.839721
"1827",23,30812.34,1,1,2196.461611
"1828",74,29112.36,0,1,3470.816576
"1829",86,42926.47,0,0,2500.110042
"1830",21,33762.61,0,0,3889.927217
"1831",42,18794.57,0,1,3169.237213
"1832",85,16560.14,0,1,2206.557081
"1833",83,53290.61,0,0,2773.09776
"1834",40,14079.49,0,1,3693.853463
"1835",30,3773.75,0,1,4259.396608
"1836",74,54860.33,0,1,2900.133083
"1837",77,44048.17,0,0,2863.105268
"1838",20,94358.35,0,0,3443.881856
"1839",45,57481.66,0,1,3856.829738
"1840",84,10976.96,0,1,4111.90456
"1841",43,9664.59,1,1,2944.112706
"1842",53,68803.5,0,0,3094.650327
"1843",86,22699,0,1,3241.364317
"1844",79,24195.75,1,0,2275.530782
"1845",33,11088.76,0,0,3154.38084
"1846",41,114487.23,0,0,3459.616985
"1847",75,15069.04,0,1,2619.470719
"1848",54,58124.55,0,1,4711.041564
"1849",89,84023,0,0,2493.014695
"1850",59,1661.7,0,0,2881.509894
"1851",23,7292.91,0,1,3022.774443
"1852",62,35415.43,0,1,3360.731455
"1853",65,26666.99,0,1,4078.328149
"1854",51,49932.58,0,0,3488.699805
"1855",26,10578.92,1,1,3278.428903
"1856",30,15648.09,0,0,3663.416655
"1857",59,10127.09,0,0,3747.777506
"1858",33,26320.81,0,1,3513.125093
"1859",35,23439.27,0,0,2460.221068
"1860",63,17654.64,1,1,3134.735069
"1861",82,45776.16,0,0,3063.925561
"1862",31,52104.97,0,0,3299.020453
"1863",71,56994.89,1,1,2553.439926
"1864",84,22328.32,0,0,3372.211536
"1865",26,18070.99,1,0,3961.85206
"1866",40,20258.15,1,1,3682.860103
"1867",23,95703.17,1,1,4118.098305
"1868",55,23098.19,0,1,4470.611956
"1869",26,43311.82,1,0,3066.545536
"1870",64,39411.52,1,1,3435.943981
"1871",82,13950.43,0,0,3875.940865
"1872",34,20754.63,0,1,3067.479943
"1873",64,10947.85,0,1,3254.139447
"1874",69,13744.41,0,1,4251.115
"1875",68,23681.15,0,0,2183.065216
"1876",47,38019.44,0,1,3444.50228
"1877",49,41772.13,0,0,3777.495851
"1878",63,58339.52,0,0,2427.503545
"1879",76,19467.96,0,0,2213.796574
"1880",64,48797.88,0,1,2632.464334
"1881",36,17260.27,0,1,2668.908856
"1882",58,13907.38,0,1,2645.467437
"1883",81,72936.65,0,0,5071.719334
"1884",32,40615.74,0,0,3751.902529
"1885",48,3235.35,0,1,3033.557385
"1886",19,26572.08,0,1,3316.603639
"1887",53,44404.73,1,0,3848.276562
"1888",32,22873.34,1,0,2890.385892
"1889",79,36619.56,0,1,4426.6535
"1890",44,64060.36,0,1,3181.679327
"1891",83,66958.47,0,1,3580.91395
"1892",24,113659.99,0,0,2376.500735
"1893",51,43542.94,0,1,2267.681485
"1894",65,20618.08,1,0,4363.934514
"1895",75,41953.22,1,1,2968.350664
"1896",50,22133.02,0,1,2934.618446
"1897",27,23781.78,0,1,2705.489706
"1898",45,20317.78,1,1,3699.667799
"1899",44,30278.54,0,1,3436.193532
"1900",33,12525.21,0,0,2749.933988
"1901",73,22989.19,0,1,3469.299566
"1902",77,80290.6,1,0,3704.120374
"1903",78,42014.55,0,0,3294.332528
"1904",71,15500.07,0,0,3353.078846
"1905",66,14311.61,0,1,4195.159693
"1906",67,29250.75,0,0,3128.385758
"1907",52,112927.61,1,0,2923.301925
"1908",48,14468.83,0,0,2609.306848
"1909",68,48495.36,0,0,3933.268112
"1910",52,59145.75,0,0,3776.379786
"1911",27,41367.22,0,1,3250.893025
"1912",51,15914.84,1,0,3220.99522
"1913",39,48390.61,0,1,2385.027821
"1914",34,21237.76,0,0,3936.021901
"1915",65,80171.6,0,0,3214.549126
"1916",19,19160.89,0,0,2847.959885
"1917",26,30907.31,0,0,2520.096487
"1918",81,45777.98,0,0,2312.801611
"1919",40,19510.49,0,0,2891.692651
"1920",51,55970.42,0,0,2181.92553
"1921",42,32937.38,0,0,3621.841011
"1922",53,14546.86,0,1,2602.0618
"1923",87,63570.7,0,1,3179.272276
"1924",86,69030.61,1,0,2615.532751
"1925",73,13725.83,0,0,3111.097277
"1926",44,53101.08,0,1,4002.634032
"1927",47,24777.53,0,0,2732.894975
"1928",19,76363.52,0,0,3360.831068
"1929",61,21102.38,1,1,2761.409379
"1930",84,51072.82,0,0,3377.587494
"1931",55,11322.75,0,0,2887.263282
"1932",69,21551.5,0,1,2317.028877
"1933",49,56549.35,0,0,2474.704494
"1934",78,2789.83,0,1,2572.334453
"1935",77,77150.83,0,0,2788.591474
"1936",36,27336.31,0,0,3202.623274
"1937",31,39869.61,0,0,2450.667155
"1938",77,6844.48,0,0,4199.055003
"1939",65,118455.51,0,0,3568.998243
"1940",45,21512.3,1,0,2234.406005
"1941",50,39065.04,0,1,2855.332873
"1942",34,14557.44,0,1,2614.076683
"1943",20,13186.92,0,1,3215.33838
"1944",57,70183.63,0,1,4142.360534
"1945",23,40859.22,0,1,3690.250355
"1946",75,70384.61,0,1,2927.851661
"1947",27,40278.82,0,0,3059.050443
"1948",64,10773.52,0,0,3052.266588
"1949",82,32778.49,0,0,2380.372494
"1950",84,15118.63,0,0,3551.601109
"1951",62,9768.83,0,0,3441.156602
"1952",68,49215.82,0,1,2302.29217
"1953",44,24647.82,0,0,3717.028839
"1954",89,23124.07,0,1,4113.812481
"1955",26,23470.38,1,0,3302.604819
"1956",86,2997.83,0,1,3443.355999
"1957",68,47903.16,0,1,2855.320958
"1958",32,19917.06,0,0,2720.231442
"1959",67,66706.41,0,0,3900.116507
"1960",39,49307.97,1,1,4275.869704
"1961",31,10221.2,1,0,3208.340813
"1962",80,83165.73,1,1,3012.757483
"1963",35,34465.52,1,1,3930.378729
"1964",41,37022.12,0,0,4286.734211
"1965",84,68885.54,1,0,2539.096235
"1966",52,26572.97,0,0,5184.551925
"1967",83,23147.63,1,0,4603.066232
"1968",32,77951.94,0,0,3940.910174
"1969",63,16485.26,0,0,3145.458712
"1970",65,64709.92,0,1,2584.455273
"1971",85,48957.88,0,0,3146.224127
"1972",38,45448.73,0,0,3732.779006
"1973",69,56388.64,1,0,3661.70477
"1974",61,36463.2,0,0,2964.116534
"1975",25,59672.27,1,1,3728.0558
"1976",69,81837.14,0,1,4284.060477
"1977",47,31085.53,1,0,3709.961018
"1978",41,40664.6,0,0,4195.478814
"1979",76,27622.5,1,0,3484.263962
"1980",42,127857.49,0,1,2873.415935
"1981",74,32069.57,0,0,5018.113847
"1982",56,26442.67,0,1,3350.525756
"1983",21,40460.42,0,0,2959.2632
"1984",74,91223.32,0,1,4577.582159
"1985",40,86264.98,0,0,3492.146901
"1986",35,60408.31,0,0,4003.475531
"1987",68,17894.49,1,0,3022.438583
"1988",65,74209.3,0,0,2645.16026
"1989",70,40316.99,0,0,4887.348546
"1990",29,39346.27,0,1,3084.617213
"1991",31,48703.01,0,1,2852.906465
"1992",53,11713.67,1,0,2741.539167
"1993",46,58255.57,0,0,3000.460994
"1994",47,38188.63,0,0,2866.717583
"1995",65,10816.59,0,0,4256.829356
"1996",88,37886.06,0,1,4324.570265
"1997",87,40994.07,0,1,3130.438127
"1998",37,16692.71,0,1,2189.579067
"1999",62,131832.82,0,0,3332.741472
"2000",25,57902.24,0,1,4195.476072
"2001",70,42739.18,0,1,2953.558365
"2002",34,57229.59,0,0,2922.276621
"2003",86,81261.03,0,1,2561.944811
"2004",72,62120,0,1,2708.557255
"2005",24,27310.26,0,0,2209.442989
"2006",37,35290.1,1,1,5372.81302
"2007",30,64784.24,0,0,3847.061639
"2008",63,18813.11,0,0,2592.392756
"2009",58,90454.72,0,1,3637.829694
"2010",77,52122.43,1,0,2956.392784
"2011",47,75454.04,0,1,3577.59412
"2012",56,15272.95,0,0,2952.814504
"2013",24,20883.99,0,1,2828.885272
"2014",37,88513.31,0,0,4271.066128
"2015",68,29221.17,0,1,3590.951684
"2016",30,26904.76,1,1,2534.625932
"2017",63,133068.75,1,0,3095.573296
"2018",66,17369.01,0,0,3263.279271
"2019",81,10403.28,0,0,2746.168238
"2020",73,95458.36,0,0,2905.771567
"2021",78,18164.9,1,1,4270.534129
"2022",87,26545.08,0,0,3660.378033
"2023",63,43500.57,1,0,2168.138895
"2024",28,17133.46,0,0,3055.672245
"2025",82,65220.85,0,1,4073.341529
"2026",79,39671,0,1,3135.623689
"2027",66,66159.42,1,0,2945.533921
"2028",60,23823.6,0,0,3825.061013
"2029",55,15261.1,1,0,3182.038123
"2030",72,16180.33,0,0,2376.450221
"2031",52,22901.7,0,0,2812.017755
"2032",80,47512.19,1,0,4173.425977
"2033",80,18278.44,1,0,3066.194751
"2034",23,20322.18,0,1,3574.094472
"2035",55,19802.61,1,0,2640.796411
"2036",86,97029.36,0,0,2669.400337
"2037",34,131093,0,0,3141.573654
"2038",38,19843.1,0,1,3102.895467
"2039",50,22866.14,0,0,2442.250681
"2040",89,65757.65,0,1,2415.469558
"2041",69,20822.44,0,0,2622.89
"2042",37,84113.03,1,1,2953.239276
"2043",57,111058.67,0,0,3608.606099
"2044",52,19361.51,1,0,3330.364376
"2045",46,165560.97,1,0,2877.190175
"2046",34,6978.28,0,0,2339.797528
"2047",86,42573.04,0,0,4051.061
"2048",56,28415.62,0,0,3045.313754
"2049",80,31817.9,0,1,4708.009357
"2050",32,22707.15,0,1,3242.443732
"2051",38,30567.26,1,0,3941.545582
"2052",36,27076.55,0,0,2953.671608
"2053",18,91824.82,0,1,3102.952322
"2054",48,25565.61,0,1,4016.675063
"2055",23,164123.69,0,0,3255.540316
"2056",78,61654.8,0,1,3796.716691
"2057",52,31035.33,1,1,2602.786712
"2058",66,39120.75,1,0,2528.734943
"2059",66,104369.64,0,0,2794.937049
"2060",32,32521.44,0,0,2869.912448
"2061",45,42838.91,0,1,2746.704049
"2062",44,27184.61,0,1,3782.093226
"2063",87,67644.51,0,1,3439.3208
"2064",63,31516.09,0,1,3293.930241
"2065",36,116577.62,0,0,2556.930929
"2066",81,43473.85,0,0,2373.153472
"2067",22,24062.48,0,1,3219.228577
"2068",72,28254.11,0,1,2949.786657
"2069",27,15925.52,1,0,3758.775849
"2070",20,48417.79,0,0,3356.641965
"2071",43,40158.6,0,1,3668.405957
"2072",49,154853.42,0,1,2716.232862
"2073",44,147026.65,0,1,3719.490577
"2074",44,13004.59,0,0,3851.505822
"2075",26,56783.16,0,1,3860.902307
"2076",85,38601.65,0,1,2557.994657
"2077",71,37356.12,0,0,3667.129347
"2078",28,26234.13,0,1,3573.459977
"2079",30,53237.57,1,0,3929.350156
"2080",88,38801.02,0,1,2884.70475
"2081",61,2437.15,0,0,3969.177911
"2082",40,12783.84,1,1,2904.44506
"2083",76,20581.85,0,0,2720.523761
"2084",87,24879.99,1,1,2935.426503
"2085",28,47077.19,0,1,4531.912766
"2086",36,40303.24,0,1,2536.462
"2087",21,34837.29,0,1,2433.493705
"2088",80,67032.48,0,0,3071.794836
"2089",77,19497.65,0,1,4680.54783
"2090",70,33842.06,0,1,2390.907201
"2091",42,26349.55,0,0,2996.652357
"2092",66,35294.98,1,1,3351.738677
"2093",43,3376.19,1,1,3064.613952
"2094",26,23872.18,1,1,4751.77736
"2095",27,21724.09,1,1,2779.430154
"2096",77,77013.79,0,0,4487.299236
"2097",82,25500.69,0,1,3404.463558
"2098",25,89109.82,0,0,3141.058668
"2099",87,21274.32,0,1,2901.209581
"2100",39,29581.85,0,0,3629.048716
"2101",85,15812.6,0,0,3767.859339
"2102",64,32290.61,1,0,2983.695644
"2103",78,37880.27,0,0,3241.924514
"2104",51,32732.57,0,1,3449.852452
"2105",77,27404.2,0,1,3854.29846
"2106",83,12645.9,0,1,2674.962494
"2107",76,55506.92,0,1,2987.725687
"2108",45,29539.17,0,0,2512.361419
"2109",18,73795.69,1,1,2833.886225
"2110",65,15285.11,0,1,3797.868611
"2111",53,13443.04,0,0,3661.499002
"2112",69,4040.07,0,0,4873.099448
"2113",32,14559.78,1,1,4936.067519
"2114",70,24334.6,0,0,3108.217513
"2115",32,16684.42,1,0,4035.998166
"2116",24,45131.21,1,0,2328.87772
"2117",70,49468.33,0,1,2830.441663
"2118",43,54231.53,0,0,2578.204963
"2119",68,14039.16,1,1,3141.900321
"2120",61,7214.44,1,1,2409.852818
"2121",86,120465.44,1,0,2734.00778
"2122",20,59613.16,0,1,4598.441783
"2123",69,27024.44,0,0,2942.126176
"2124",81,76781.53,1,1,3102.500535
"2125",30,2649.12,1,0,2805.519379
"2126",68,26749.22,1,1,2509.83056
"2127",59,25522.22,0,0,3514.468744
"2128",78,48541.65,0,1,4369.790837
"2129",67,12333.85,0,1,3792.728735
"2130",84,30325.95,0,0,3993.921021
"2131",39,60849.81,1,0,3392.01768
"2132",39,23696.79,0,1,3500.292958
"2133",82,33140.7,1,0,3073.734083
"2134",72,87327.56,0,0,4568.911956
"2135",86,54606.32,0,0,3783.61222
"2136",73,45167.95,0,0,2542.779011
"2137",30,109718.73,0,1,3771.588208
"2138",44,26812.83,1,1,2640.688865
"2139",25,31531.49,0,1,3613.231331
"2140",34,24235.45,0,0,2803.203046
"2141",34,19518.79,0,1,3086.853428
"2142",77,30403.1,0,0,3036.405843
"2143",88,74104.89,0,0,3514.542986
"2144",39,59324.58,0,0,2931.580796
"2145",21,18389.85,0,0,2308.457601
"2146",52,24049.71,0,0,3000.762451
"2147",72,36986.77,0,0,3014.807002
"2148",35,28226.22,0,0,3793.784347
"2149",53,78390.99,0,0,2704.388889
"2150",50,54914.01,0,0,3379.460983
"2151",74,34797.7,0,1,2827.587578
"2152",33,45599.39,0,0,2691.096804
"2153",30,4638.14,0,0,3071.830132
"2154",61,83412.55,0,0,3162.602454
"2155",20,28407.27,0,1,4063.383521
"2156",20,40227.36,0,0,3031.58009
"2157",27,41956.9,0,0,3418.224344
"2158",74,26483.22,0,0,3630.239287
"2159",60,7787.05,0,0,2440.979495
"2160",23,15301.62,0,1,4255.687697
"2161",73,25644.4,1,0,3359.853573
"2162",58,96759.96,1,1,2891.29778
"2163",64,23571.55,0,1,3421.945938
"2164",63,60388.11,0,0,2320.566287
"2165",35,12526.71,0,1,2311.160842
"2166",65,61918.8,0,0,3537.233242
"2167",66,17296.99,0,1,3331.159387
"2168",85,55392.66,0,0,3193.070294
"2169",56,25901.19,0,0,3971.177671
"2170",56,7370.51,0,0,2738.877445
"2171",73,72622.95,0,1,2489.956949
"2172",27,24542.86,0,1,3816.010441
"2173",79,26438.4,0,1,3271.992119
"2174",60,13189.61,0,1,3146.748655
"2175",31,29667.99,0,1,2696.111691
"2176",44,44168.46,0,1,2985.338223
"2177",36,63981.92,0,0,2592.873206
"2178",76,3559.26,0,1,4203.540525
"2179",69,41348.02,0,0,2911.219302
"2180",61,61800.17,0,0,3305.674221
"2181",47,5117.84,0,0,4660.887726
"2182",26,91497.57,0,0,3009.774949
"2183",76,51866.13,0,0,3481.018588
"2184",64,78267.15,1,0,2334.907835
"2185",81,90229.94,0,0,2895.501665
"2186",45,15097.46,1,1,3152.872859
"2187",53,22682.82,0,0,2916.518108
"2188",49,12072.49,0,1,3328.1935
"2189",36,17326.34,0,0,2960.807242
"2190",67,35658.99,0,1,2820.593483
"2191",26,39234.8,0,1,3201.852493
"2192",72,19239.76,0,0,3627.329392
"2193",51,92142.81,0,0,2977.918881
"2194",89,27842.67,1,1,2580.650948
"2195",73,87685.77,0,0,2999.451948
"2196",65,45881.76,0,0,5005.818383
"2197",57,15355.67,0,1,4213.403771
"2198",60,27761.35,1,0,2403.523257
"2199",27,94400.14,0,0,2756.0474
"2200",39,93770.1,0,0,2617.723845
"2201",74,27272.37,0,1,2188.045239
"2202",24,33761.63,1,0,2678.066494
"2203",21,12762.24,0,0,3033.724682
"2204",82,9559.88,0,0,3375.145487
"2205",31,31202.93,0,1,3223.289089
"2206",22,29683.39,0,0,3381.270786
"2207",51,14067.32,0,0,2705.375532
"2208",21,102971.25,0,1,3391.165264
"2209",30,38117.19,0,0,2770.398136
"2210",66,57495.12,0,0,3844.690044
"2211",20,13371.53,0,0,3559.950796
"2212",70,81700.28,0,0,2370.655665
"2213",60,18485.38,0,1,2513.97363
"2214",66,31890.17,0,1,2521.735335
"2215",38,86722.28,0,1,4406.571432
"2216",47,16819.88,1,1,3626.614763
"2217",67,13761.03,0,1,3244.755139
"2218",61,37895.42,1,0,3036.313136
"2219",34,37169.65,0,0,2467.478341
"2220",28,11242.41,0,0,3810.406237
"2221",56,46887.03,1,1,3187.409739
"2222",47,30862.17,0,0,3731.277429
"2223",60,37140.9,0,0,2446.937754
"2224",55,44172.41,0,1,2552.359708
"2225",22,77244.39,0,0,3487.828238
"2226",55,45338.37,0,1,3631.59088
"2227",50,25537.8,0,0,4580.789872
"2228",73,39215.58,0,0,3789.490586
"2229",66,17702.59,0,0,3424.859064
"2230",19,56934.14,0,0,3407.430485
"2231",23,26404.29,0,0,2626.12454
"2232",43,96342.65,1,0,3048.738598
"2233",52,59828.85,0,0,2472.408324
"2234",38,7893.6,0,1,2938.646125
"2235",24,130633.84,1,1,2785.973059
"2236",54,79991.08,0,0,2727.606233
"2237",36,9860.13,0,1,2507.015424
"2238",63,31898.51,0,0,2881.302351
"2239",29,38381.58,0,0,3442.374622
"2240",55,7823.23,0,0,2906.536166
"2241",43,15170.35,0,1,3607.098555
"2242",23,10143.75,0,1,2928.11353
"2243",48,31338.64,0,1,3099.150515
"2244",45,41571.51,0,0,3147.739961
"2245",48,63292.14,0,0,2889.875832
"2246",77,38978.59,0,1,3081.953353
"2247",84,45235.1,0,0,3455.183786
"2248",63,3306.53,1,1,2260.118408
"2249",47,56313.05,0,0,3301.107701
"2250",40,6324.91,0,0,3557.844386
"2251",60,44555.75,0,0,3872.35782
"2252",42,34785.11,0,1,3155.098821
"2253",77,72060.08,0,0,3047.963871
"2254",35,44595.69,0,1,3569.340399
"2255",20,32939.23,0,1,3201.719733
"2256",32,24539.95,0,1,2342.812686
"2257",38,37727.89,0,0,3961.502211
"2258",35,18379.57,0,0,3275.522923
"2259",49,34454.99,1,0,3933.597619
"2260",64,42444.65,0,1,3623.139136
"2261",23,46115.79,0,0,3248.14503
"2262",20,70803.56,0,0,2112.957016
"2263",21,22333.38,0,0,2199.904936
"2264",62,72973.32,0,0,3253.453721
"2265",60,63529.53,1,1,2423.197763
"2266",73,37500.29,1,1,2841.468118
"2267",72,10335.19,0,1,2714.098786
"2268",89,17439.18,1,0,3614.115743
"2269",57,111900.65,1,1,3518.024055
"2270",21,6014.61,0,1,2714.396112
"2271",82,64469.67,1,1,3815.752139
"2272",30,34727.6,0,0,3816.181669
"2273",70,11641.42,1,0,3175.767336
"2274",53,56386.75,0,0,2776.059538
"2275",86,20446.04,0,0,3327.052812
"2276",74,11944.37,0,0,3871.314403
"2277",75,12192.37,1,1,3839.763209
"2278",87,28781.36,0,0,2865.721468
"2279",22,26116.27,0,1,3090.39341
"2280",50,23238.65,0,1,2782.767219
"2281",54,13804.61,1,1,4032.838807
"2282",20,61270.34,0,1,3661.386405
"2283",42,14286.36,0,0,2698.693778
"2284",24,9515.88,1,0,3317.373259
"2285",73,42111.38,0,1,3143.238053
"2286",81,90716.77,1,0,3679.797446
"2287",39,80256.14,0,1,2296.978903
"2288",60,26933.69,0,1,2186.387687
"2289",69,78363.39,0,1,4253.541832
"2290",48,67986.72,0,1,3580.460525
"2291",50,47515.09,0,1,3916.336422
"2292",33,24066.18,0,1,2248.603039
"2293",60,56476.96,0,1,2283.413907
"2294",74,9384.8,0,0,2845.571552
"2295",75,19769.03,1,0,2817.004502
"2296",69,6895.31,0,0,3181.472729
"2297",47,73363.46,0,0,2112.349016
"2298",76,32330.2,0,0,3211.401367
"2299",26,1286.25,0,0,3223.760788
"2300",21,25829.25,0,1,3103.945801
"2301",18,54802,0,1,2958.999871
"2302",31,20126.64,0,1,2679.29398
"2303",29,99822,0,0,3404.241882
"2304",71,33871.97,0,1,3767.903947
"2305",33,19698.72,0,0,3766.026091
"2306",21,29282.03,1,0,3126.411765
"2307",31,54290.67,0,0,3149.568332
"2308",88,55550.62,0,1,2969.300671
"2309",58,61008.27,0,1,2142.929963
"2310",24,69056.14,0,1,3030.562385
"2311",74,66446.22,0,0,3031.877667
"2312",22,35636.96,0,1,3677.614784
"2313",20,35652.94,0,0,3223.756101
"2314",53,33420.41,0,1,3196.148331
"2315",56,68328.16,0,1,3818.114002
"2316",41,56328.8,0,0,4589.483682
"2317",18,60667.23,0,0,2407.329522
"2318",85,36089.31,1,0,3202.217317
"2319",33,18933.3,0,1,3458.480107
"2320",74,33682.8,0,1,2536.441613
"2321",44,28980.74,1,0,4161.797085
"2322",79,60389.85,0,1,3400.086801
"2323",22,174745.85,0,1,3249.307479
"2324",52,6117.37,1,1,3646.111247
"2325",81,63743.08,0,0,2269.437653
"2326",19,82786.03,0,0,2784.342243
"2327",53,6926.62,0,1,3827.737314
"2328",78,7027.73,0,1,2686.990723
"2329",42,42801.7,0,0,3555.016068
"2330",41,12954.57,0,1,3344.95299
"2331",28,1409.92,0,0,2476.298262
"2332",85,32855.27,1,1,4098.991692
"2333",32,66906.98,0,1,3401.420221
"2334",23,37312.35,0,1,3331.654915
"2335",63,51574.42,1,0,3503.614182
"2336",70,10345.33,0,1,2986.710287
"2337",56,132041.56,1,0,2739.542667
"2338",49,68316.98,0,1,3503.883807
"2339",51,29136.86,0,1,4177.027117
"2340",69,65559.08,0,0,4374.900766
"2341",29,33773.25,0,1,2756.729719
"2342",76,64793.91,0,1,2485.367275
"2343",20,35587.28,0,1,3223.264187
"2344",74,101051.59,1,0,2894.61905
"2345",22,21810.33,0,0,2774.125086
"2346",39,70465.25,0,0,2815.706155
"2347",24,22899.97,1,1,2411.119379
"2348",80,39020.8,1,0,3666.619735
"2349",45,56780.91,0,1,3360.012748
"2350",22,22697.18,0,0,2950.343744
"2351",88,5703.37,0,1,3565.917656
"2352",27,13546.59,0,0,4505.320824
"2353",19,28331.86,0,1,3181.395431
"2354",25,44171.12,0,0,3124.068155
"2355",62,13864.84,0,1,4157.749565
"2356",32,6360.36,0,0,3034.753939
"2357",73,49691.09,0,0,3060.040465
"2358",45,41091.69,0,1,3522.245424
"2359",89,99213.8,0,0,2145.532336
"2360",79,98442.06,0,1,3366.388868
"2361",87,11099.97,1,0,3797.628244
"2362",62,38661.41,0,1,2644.838754
"2363",83,7584.25,0,1,2955.961987
"2364",18,29498.85,0,0,4524.503806
"2365",68,85093.94,0,0,3599.468039
"2366",61,34605.79,0,0,3124.567382
"2367",77,53657.36,0,0,3702.828824
"2368",82,63578.85,0,1,3137.280223
"2369",73,23047.06,0,1,2848.398828
"2370",26,23198.03,0,0,2345.453718
"2371",58,3090,0,0,4325.764784
"2372",46,44767.53,0,1,3281.316075
"2373",71,10564.06,1,0,3996.210998
"2374",47,51077.62,0,0,2821.609825
"2375",56,133163.45,0,1,2639.006419
"2376",86,24496.52,0,0,4946.419502
"2377",88,18563.05,1,1,2282.358825
"2378",62,11828.95,0,0,3690.480945
"2379",84,51121.46,1,0,3262.670806
"2380",64,14695.74,0,1,3395.757278
"2381",29,41189.47,0,0,3652.644873
"2382",86,30502.39,0,0,3784.147996
"2383",40,73436.91,1,0,2892.837627
"2384",32,40411.73,1,1,2915.984671
"2385",48,84986.45,0,1,2544.62881
"2386",69,30659.09,0,1,4089.067806
"2387",37,34269.2,0,0,2912.352901
"2388",57,66337.37,1,1,2857.655779
"2389",86,10217.13,0,0,2909.44232
"2390",40,83581.68,0,0,3574.451182
"2391",48,39237.43,0,1,3034.312414
"2392",78,57280.51,0,1,2603.317273
"2393",68,73003.84,1,0,3326.327596
"2394",66,8822.7,0,0,3256.062915
"2395",23,23689.79,1,0,4749.212186
"2396",61,92609.16,0,1,3600.259849
"2397",37,70681.63,1,1,4163.755962
"2398",87,58962.01,1,0,4455.471727
"2399",40,52064.89,0,1,3011.933138
"2400",58,13845.88,0,1,3585.140015
"2401",55,29791.13,1,1,3402.341337
"2402",83,45961.59,1,1,3414.255836
"2403",63,72297.91,1,0,2787.961678
"2404",89,9795.74,0,0,2907.836468
"2405",22,12468.06,0,0,3394.882467
"2406",85,42207.65,0,1,3266.588277
"2407",63,90606.01,0,0,2321.724127
"2408",68,48463.76,0,0,3455.760161
"2409",72,19596.63,1,0,2744.891801
"2410",33,39901.97,1,0,2479.194822
"2411",72,90161.13,0,0,2906.394687
"2412",49,41542.41,0,0,3330.077509
"2413",79,25169.97,0,0,4029.160749
"2414",40,8544.23,0,0,2724.388947
"2415",18,57289.63,0,1,3171.353946
"2416",50,49393.23,0,0,2997.871226
"2417",81,24711.61,1,0,3338.99429
"2418",52,125486.99,1,1,2572.840006
